0,0
1,1
2,2
2,94
2,119
2,160
2,247
2,254
2,386
2,390
2,414
2,429
2,443
2,475
2,540
2,586
2,633
2,694
2,781
2,784
2,801
2,875
2,894
2,936
2,1067
2,1085
2,1127
2,1207
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
11,635
12,12
12,1277
13,13
14,14
15,186
15,256
15,713
15,967
15,1084
15,1172
15,1180
15,1275
15,1471
15,1719
15,1865
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,1
28,3
28,4
28,6
28,10
28,16
28,17
28,19
28,20
28,22
28,25
28,26
28,27
28,31
28,32
28,34
28,41
28,46
28,48
28,50
28,52
28,60
28,61
28,62
28,63
28,68
28,69
28,70
28,72
28,75
28,77
28,88
28,90
28,94
28,98
28,99
28,107
28,109
28,110
28,122
28,123
28,134
28,136
28,144
28,145
28,150
28,159
28,175
28,178
28,181
28,183
28,189
28,193
28,194
28,199
28,204
28,209
28,210
28,215
28,216
28,227
28,228
28,229
28,231
28,240
28,241
28,244
28,245
28,252
28,255
28,264
28,273
28,278
28,280
28,282
28,285
28,289
28,298
28,304
28,307
28,308
28,309
28,311
28,321
28,325
28,326
28,333
28,334
28,335
28,341
28,345
28,349
28,355
28,361
28,364
28,365
28,368
28,370
28,373
28,380
28,382
28,384
28,385
28,390
28,394
28,396
28,406
28,413
28,416
28,417
28,424
28,431
28,434
28,435
28,436
28,443
28,444
28,456
28,459
28,470
28,474
28,475
28,479
28,491
28,494
28,496
28,497
28,506
28,507
28,508
28,511
28,512
28,513
28,515
28,517
28,519
28,520
28,524
28,531
28,534
28,535
28,537
28,542
28,546
28,550
28,553
28,566
28,572
28,575
28,580
28,589
28,593
28,595
28,596
28,598
28,601
28,602
28,617
28,619
28,623
28,627
28,633
28,640
28,642
28,643
28,667
28,668
28,672
28,677
28,682
28,685
28,686
28,690
28,691
28,692
28,712
28,718
28,719
28,728
28,729
28,738
28,741
28,747
28,751
28,756
28,758
28,766
28,771
28,782
28,789
28,791
28,794
28,795
28,797
28,798
28,801
28,803
28,804
28,806
28,807
28,809
28,813
28,821
28,824
28,825
28,828
28,832
28,835
28,836
28,839
28,841
28,842
28,845
28,849
28,852
28,854
28,856
28,858
28,867
28,868
28,870
28,871
28,872
28,873
28,875
28,877
28,881
28,884
28,885
28,891
28,912
28,913
28,920
28,921
28,922
28,934
28,935
28,936
28,942
28,945
28,950
28,955
28,956
28,958
28,960
28,962
28,963
28,964
28,968
28,969
28,973
28,979
28,981
28,984
28,988
28,990
28,992
28,995
28,997
28,1007
28,1008
28,1009
28,1012
28,1014
28,1017
28,1018
28,1021
28,1023
28,1026
28,1032
28,1033
28,1034
28,1036
28,1042
28,1045
28,1061
28,1068
28,1070
28,1071
28,1072
28,1073
28,1074
28,1075
28,1078
28,1083
28,1090
28,1100
28,1101
28,1102
28,1108
28,1110
28,1112
28,1118
28,1120
28,1121
28,1122
28,1125
28,1129
28,1130
28,1133
28,1134
28,1135
28,1143
28,1146
28,1147
28,1149
28,1155
28,1157
28,1159
28,1160
28,1167
28,1169
28,1181
28,1186
28,1190
28,1196
28,1198
28,1199
28,1207
28,1211
28,1223
28,1227
28,1231
28,1236
28,1241
28,1244
28,1249
28,1254
28,1256
28,1259
28,1268
28,1271
28,1280
28,1284
28,1598
29,29
29,1062
30,30
31,31
32,32
32,1176
33,33
34,34
35,35
36,36
37,37
37,139
37,211
37,746
37,1659
37,1735
37,1761
37,1930
38,38
39,39
39,51
39,337
40,40
41,41
42,42
43,43
44,44
44,87
44,1161
45,45
46,46
47,47
47,763
48,48
49,49
50,50
51,39
51,51
52,52
53,53
54,54
55,55
55,127
56,56
57,57
58,58
59,59
59,196
60,60
61,61
62,62
63,63
64,64
65,65
66,66
67,67
67,71
68,68
69,69
70,70
71,67
71,71
71,681
72,72
73,73
74,74
75,75
76,76
76,159
76,698
76,714
76,862
76,912
76,913
76,1035
76,1064
76,1083
76,1574
77,77
78,78
79,79
79,1158
80,80
81,81
82,82
83,83
84,84
85,85
85,680
86,86
86,551
87,87
88,88
89,89
90,90
91,91
92,92
92,571
92,786
93,93
94,94
95,95
96,96
96,214
96,377
97,678
97,1131
97,1263
97,1286
97,1299
97,1304
97,1314
97,1315
97,1318
97,1324
97,1326
97,1337
97,1348
97,1357
97,1366
97,1372
97,1377
97,1380
97,1426
97,1446
97,1451
97,1457
97,1459
97,1463
97,1473
97,1490
97,1495
97,1502
97,1529
97,1533
97,1536
97,1542
97,1561
97,1564
97,1565
97,1569
97,1573
97,1587
97,1589
97,1591
97,1611
97,1621
97,1634
97,1657
97,1658
97,1707
97,1711
97,1736
97,1777
97,1779
97,1791
97,1810
97,1825
97,1828
97,1871
97,1910
97,1923
97,1954
97,1967
98,98
99,99
100,108
100,158
100,260
100,262
100,294
100,442
100,499
100,505
100,626
100,726
100,762
100,896
100,965
100,1210
100,1285
100,1414
100,1582
101,101
101,338
102,102
102,497
102,730
102,839
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
114,1290
114,1291
114,1316
114,1331
114,1333
114,1349
114,1355
114,1362
114,1370
114,1389
114,1392
114,1394
114,1397
114,1399
114,1403
114,1425
114,1431
114,1437
114,1439
114,1440
114,1444
114,1453
114,1467
114,1477
114,1481
114,1483
114,1484
114,1488
114,1492
114,1494
114,1522
114,1530
114,1537
114,1541
114,1548
114,1550
114,1554
114,1563
114,1572
114,1575
114,1584
114,1593
114,1596
114,1610
114,1614
114,1615
114,1618
114,1620
114,1622
114,1629
114,1635
114,1753
114,1781
114,1840
115,115
116,116
117,117
118,118
119,119
120,120
121,121
122,122
123,123
124,124
125,125
126,96
126,126
126,1022
127,127
128,128
128,161
129,79
129,129
129,644
129,749
129,1905
130,130
131,1219
131,1350
132,132
133,65
133,72
133,118
133,123
133,149
133,152
133,171
133,191
133,203
133,205
133,216
133,221
133,231
133,242
133,273
133,330
133,508
133,560
133,561
133,613
133,625
133,648
133,696
133,718
133,776
133,788
133,792
133,806
133,837
133,846
133,878
133,881
133,884
133,911
133,919
133,922
133,944
133,955
133,980
133,1019
133,1026
133,1028
133,1030
133,1036
133,1055
133,1086
133,1090
133,1106
133,1112
133,1113
133,1125
133,1199
133,1235
133,1281
134,134
135,135
136,136
137,137
138,138
138,489
139,6
139,20
139,27
139,31
139,40
139,48
139,50
139,62
139,68
139,111
139,122
139,134
139,135
139,163
139,171
139,173
139,191
139,205
139,242
139,243
139,248
139,249
139,250
139,271
139,278
139,283
139,295
139,302
139,311
139,316
139,329
139,331
139,332
139,333
139,345
139,365
139,373
139,381
139,405
139,426
139,444
139,451
139,453
139,483
139,486
139,518
139,522
139,526
139,527
139,531
139,535
139,544
139,546
139,550
139,554
139,560
139,561
139,565
139,580
139,615
139,642
139,649
139,661
139,684
139,685
139,742
139,769
139,775
139,778
139,779
139,785
139,795
139,802
139,807
139,827
139,832
139,840
139,915
139,919
139,920
139,924
139,952
139,953
139,960
139,961
139,966
139,979
139,980
139,990
139,997
139,1006
139,1007
139,1014
139,1015
139,1055
139,1068
139,1074
139,1089
139,1100
139,1102
139,1116
139,1119
139,1121
139,1126
139,1140
139,1142
139,1143
139,1149
139,1153
139,1155
139,1160
139,1169
139,1170
139,1175
139,1179
139,1184
139,1212
139,1216
139,1241
139,1249
139,1281
139,1598
140,140
141,141
142,142
143,142
143,143
143,493
143,638
143,1001
143,1053
144,144
145,145
146,146
147,147
148,148
149,149
150,150
151,151
151,641
152,152
153,153
153,959
154,154
155,155
156,156
157,157
158,158
159,159
160,160
161,128
161,161
162,162
163,163
164,164
165,44
165,165
165,464
165,604
166,166
166,503
167,167
168,168
169,169
170,170
171,171
172,172
173,173
174,174
175,175
176,224
176,732
177,177
178,178
179,179
179,299
179,652
179,849
179,874
179,1045
179,1047
179,1189
179,1233
180,180
181,181
182,182
183,183
184,184
185,185
186,186
187,187
187,347
188,188
189,189
190,190
191,191
192,192
193,193
194,194
195,195
196,59
196,196
197,197
198,198
199,199
200,200
201,201
202,202
203,203
204,204
205,205
206,206
207,207
208,208
209,209
210,210
211,5
211,8
211,21
211,24
211,30
211,42
211,43
211,53
211,56
211,61
211,66
211,73
211,74
211,89
211,95
211,99
211,115
211,127
211,140
211,141
211,144
211,148
211,167
211,169
211,172
211,173
211,177
211,182
211,193
211,199
211,200
211,220
211,223
211,227
211,235
211,237
211,238
211,245
211,248
211,252
211,253
211,258
211,259
211,261
211,268
211,269
211,276
211,280
211,291
211,293
211,302
211,304
