0,0
1,1
2,2
3,3
4,4
4,78
4,237
4,347
4,415
4,502
4,550
5,5
6,6
7,7
8,56
8,145
8,174
8,253
8,293
8,333
8,412
8,428
8,519
8,714
8,844
8,845
8,942
9,9
9,431
10,10
11,11
12,12
12,718
12,1134
13,13
14,14
15,15
16,16
17,17
17,523
18,18
19,19
20,20
20,29
20,37
20,982
21,21
21,242
21,465
21,778
21,853
21,978
21,1072
22,22
23,23
24,24
25,25
26,26
27,27
28,83
28,101
28,127
28,348
28,395
28,401
28,407
28,635
28,726
28,846
28,881
28,976
28,1110
28,1127
29,29
30,30
31,31
31,57
31,544
32,32
33,33
35,1
35,163
35,225
35,232
35,238
35,345
35,521
35,535
35,621
35,1042
35,1179
35,1182
36,36
36,1147
37,37
37,944
38,38
39,39
40,40
41,41
41,273
41,689
42,42
43,43
44,44
45,45
46,46
47,47
48,48
48,630
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
61,386
61,575
62,62
63,63
63,607
63,712
63,731
63,758
63,869
64,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
73,73
74,74
74,241
74,772
74,811
75,75
76,76
77,77
78,78
79,79
79,464
80,80
81,139
81,255
81,281
81,597
81,598
81,711
81,776
82,82
83,83
84,84
85,85
86,86
87,87
87,301
87,429
87,444
87,516
88,88
89,89
90,90
91,91
92,92
93,93
94,94
94,103
94,208
94,283
94,507
94,658
95,95
95,355
96,96
97,799
97,1227
97,1232
97,1252
97,1253
97,1259
97,1281
97,1304
97,1309
97,1314
97,1351
97,1380
97,1400
97,1424
97,1462
97,1486
97,1492
97,1623
97,1673
97,1681
97,1722
97,1724
97,1738
97,1748
97,1754
97,1760
97,1766
97,1783
97,1784
97,1823
97,1825
97,1836
97,1840
97,1857
97,1917
97,1922
97,1962
97,1970
97,1982
98,98
98,1135
99,77
99,99
100,1217
100,1221
100,1272
100,1285
100,1332
100,1333
100,1396
100,1408
100,1415
100,1420
100,1427
100,1433
100,1447
101,101
102,102
103,103
104,104
105,105
106,106
106,207
106,248
106,295
106,403
106,667
106,1092
107,107
108,108
109,109
110,110
110,1016
111,111
112,112
113,113
113,183
113,520
113,850
113,1004
114,114
115,115
116,116
116,156
117,117
118,118
119,119
120,120
121,64
121,356
121,1374
121,1703
122,122
123,123
124,42
124,124
124,162
124,494
124,768
125,125
126,126
127,127
128,128
129,129
130,130
131,131
132,132
133,133
134,134
135,135
136,136
137,137
138,138
139,139
140,140
141,141
141,1032
142,142
143,143
144,144
145,145
146,146
147,147
148,171
148,433
148,1238
148,1326
148,1472
148,1473
148,1490
148,1556
148,1596
148,1610
148,1732
148,1741
148,1744
148,1761
148,1829
148,1861
148,1870
148,1875
148,1877
148,1900
148,1934
148,1945
148,1953
149,149
150,150
151,151
151,429
151,876
152,152
153,153
154,154
155,155
156,116
156,156
157,157
158,158
159,159
160,160
160,198
161,161
162,162
163,163
164,164
165,121
165,165
166,166
167,167
168,168
169,169
170,170
171,171
172,172
173,173
174,174
175,175
176,176
177,177
178,178
178,1132
179,179
180,180
181,181
182,41
182,182
182,679
182,1086
183,183
184,184
184,757
184,1196
185,185
187,187
188,188
189,189
189,304
189,802
189,899
190,190
191,191
192,192
193,193
194,105
194,194
195,195
196,196
197,197
198,40
198,160
198,198
198,234
199,199
200,8
200,80
200,200
200,364
200,367
201,201
202,202
203,203
204,204
206,206
206,832
207,207
208,208
209,209
210,210
211,211
212,3
212,202
212,227
212,240
212,387
212,426
212,449
212,510
212,517
212,555
212,578
212,591
212,609
212,685
212,798
212,886
212,999
212,1020
212,1056
212,1160
212,1199
213,213
213,1051
214,214
215,215
216,216
217,217
218,218
218,765
219,219
219,663
220,220
221,221
221,1089
222,222
223,223
223,385
224,224
225,225
226,226
227,227
228,228
229,135
229,229
229,967
229,1104
230,230
231,231
232,232
233,233
234,234
235,235
235,1085
235,1128
236,236
237,237
238,238
239,3
239,88
239,149
239,185
239,231
239,259
239,262
239,269
239,275
239,278
239,299
239,322
239,361
239,432
239,473
239,548
239,559
239,561
239,588
239,643
239,795
239,798
239,1063
239,1109
239,1165
239,1185
240,240
241,241
242,242
243,243
244,244
245,245
246,246
247,247
248,209
248,248
249,249
250,250
251,251
252,252
252,513
252,1005
253,253
254,254
255,255
256,256
257,257
258,258
259,259
260,260
261,261
262,262
263,52
263,67
263,114
263,154
263,257
263,299
263,361
263,378
263,387
263,393
263,441
263,449
263,492
263,505
263,521
263,531
263,548
263,561
263,572
263,651
263,652
263,742
263,769
263,807
263,843
263,904
263,1013
263,1025
263,1049
263,1054
263,1067
263,1142
263,1157
263,1175
263,1178
263,1185
264,264
265,265
266,261
266,266
266,316
266,438
266,468
266,785
266,966
266,989
267,267
268,268
268,701
269,269
270,270
271,85
271,294
271,489
271,528
271,761
271,792
271,956
271,1023
271,1094
272,272
273,273
275,275
276,0
276,276
276,420
276,610
276,745
276,859
276,953
277,277
278,278
279,279
280,244
280,280
280,862
281,281
282,282
283,283
283,346
284,284
285,285
286,286
287,287
287,530
288,288
289,289
290,290
291,148
291,291
291,686
292,292
292,488
292,930
293,293
294,294
295,295
296,296
297,297
298,298
299,299
300,300
301,136
301,301
301,1161
301,1203
302,302
303,303
304,304
305,305
306,306
306,861
307,307
308,308
308,582
309,1219
309,1325
309,1338
309,1367
309,1413
309,1414
309,1437
309,1440
309,1480
309,1488
309,1493
309,1503
309,1507
309,1522
309,1525
309,1526
309,1553
309,1563
309,1574
309,1575
309,1602
309,1622
309,1632
309,1670
309,1677
309,1679
309,1728
309,1739
309,1749
309,1752
309,1769
309,1789
309,1796
309,1839
309,1841
309,1863
309,1872
309,1921
309,1949
309,1964
309,1975
309,1976
309,1988
309,1995
309,2000
309,2002
310,310
311,311
312,312
313,313
313,457
314,314
315,315
316,316
317,317
318,318
319,319
320,320
321,321
322,322
323,289
323,323
323,556
323,991
324,324
324,927
325,325
326,326
327,327
328,328
329,329
330,330
331,331
332,332
333,333
334,334
335,335
336,336
337,424
337,706
337,790
337,837
337,1077
337,1099
337,1242
338,338
339,339
340,340
341,341
342,342
343,343
344,344
345,345
346,346
347,347
348,348
349,349
350,350
351,351
352,352
352,467
353,118
353,125
353,320
353,638
353,833
353,877
353,1131
354,354
355,355
356,356
357,357
357,1164
357,1168
358,358
358,875
359,359
360,360
361,361
362,362
363,363
364,364
365,365
366,366
367,367
367,1027
368,368
369,369
370,370
370,657
371,371
371,779
372,372
373,373
374,254
374,374
374,375
374,396
374,400
374,911
375,375
376,376
377,144
377,377
377,398
377,914
377,995
377,1133
378,378
379,379
380,54
380,380
380,786
381,381
381,855
382,382
382,1214
382,1278
382,1318
382,1328
382,1377
382,1402
382,1502
382,1580
382,1640
382,1694
382,1720
382,1751
382,1767
382,1768
382,1852
382,1910
382,1969
383,123
383,1361
383,1410
383,1612
383,1688
383,1729
383,1867
383,1884
383,1959
383,2001
384,161
384,210
384,315
384,329
384,435
384,986
385,223
385,385
386,61
386,386
387,387
388,388
389,389
390,390
391,391
392,430
392,532
392,838
392,874
392,1028
392,1118
392,1151
392,1154
393,393
394,23
394,140
394,152
394,158
394,270
394,308
394,394
394,873
394,917
394,923
395,395
396,396
397,397
398,398
399,399
400,126
400,187
400,215
400,257
400,284
400,340
400,497
400,533
400,735
400,831
400,858
400,979
400,1071
400,1115
400,1162
400,1202
401,401
402,402
403,403
404,404
405,405
405,784
406,406
407,407
408,408
409,409
410,410
411,47
411,325
411,411
411,878
411,951
411,1181
412,412
412,905
413,32
413,150
413,216
413,260
413,281
413,311
413,336
413,369
413,391
413,448
413,492
413,534
413,559
413,578
413,602
413,631
413,684
413,723
413,824
413,880
413,947
413,955
413,1044
413,1107
413,1108
413,1138
413,1150
414,414
415,415
416,595
416,1000
416,1191
416,1273
416,1327
416,1336
416,1345
416,1363
416,1388
416,1403
416,1418
416,1535
416,1541
416,1570
416,1583
416,1587
416,1723
416,1737
416,1771
416,1817
416,1835
416,1894
416,1898
416,1913
416,1992
416,1994
417,417
418,418
419,419
420,420
421,421
422,422
423,423
423,1532
424,424
425,425
426,426
427,427
427,775
428,428
430,430
431,9
431,1223
431,1250
431,1261
431,1276
431,1282
431,1289
431,1299
431,1344
431,1369
431,1598
431,1707
431,1756
431,1873
431,1997
432,432
433,433
434,434
435,435
436,436
437,437
438,438
439,439
440,440
441,441
442,442
443,443
443,1088
444,444
444,734
445,445
446,446
447,447
448,448
449,449
450,450
451,451
452,452
452,868
453,453
454,454
455,455
456,456
457,313
457,457
458,458
459,459
460,460
